Unnamed: 0_x,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus,lsoa21,lat,long,Unnamed: 0_y,LSOA code (2021),LSOA name (2021),Local Authority District code (2024),Local Authority District name (2024),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs),Children and Young People Sub-domain Score,Children and Young People Sub-domain Rank (where 1 is most deprived),Children and Young People Sub-domain Decile (where 1 is most deprived 10% of LSO,Adult Skills Sub-domain Score,Adult Skills Sub-domain Rank (where 1 is most deprived),Adult Skills Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Geographical Barriers Sub-domain Score,Geographical Barriers Sub-domain Rank (where 1 is most deprived),Geographical Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Wider Barriers Sub-domain Score,Wider Barriers Sub-domain Rank (where 1 is most deprived),Wider Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Indoors Sub-domain Score,Indoors Sub-domain Rank (where 1 is most deprived),Indoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Outdoors Sub-domain Score,Outdoors Sub-domain Rank (where 1 is most deprived),Outdoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Total population: mid 2022,Dependent Children aged 0-15: mid 2022,Older population aged 60 and over: mid 2022,Working age population 18-66 (for use with Employment Deprivation Domain): mid 2022
150,1057017,THE SHADWELL GARDENS TENANTS AND RESIDENTS ASSOCIATION,"SHADWELL TRA, 129 SHADWELL GARDENS, LONDON",E1 2QL,Bethnal Green and Stepney,02077913288,Shadwelltra@outlook.com,Not available,30/04/2024,18624.0,16301.0,Other,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Amateur Sport","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","1. To enhance the education of the community by providing language classes. 2. To provide and maintain facilities for the recreational and other leisure activities for the residents of this neighbourhood. 3. To provide cultural & prayer facilities for the residents. 4. To liaise with local Govt for housing, education & other purposes.","(1) TO ADVANCE THE EDUCATION OF THE PUBLIC BY THE PROVISION OF LANGUAGE CLASSES (20 TO PROVIDE AND MAINTAIN SUCH COMMUNITY MEETING PLACES IN ORDER TO PROVIDE FACILITIES FOR THE RECREATION AND OTHER LEISURE-TIME OCCUPATION OF THE RESIDENTS OF SHADWELL GARDENS AND THE NEIGHBOURHOOD WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR ALL THOSE PERSONS WHO ARE IN NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY, OR DISABLEMENT, POVERTY OR SOCIAL ECONOMIC CIRCUMSTANCES",True,Small,Dormant,Amateur Sport,E01004302,51.511226,-0.055584,4073.0,E01004302,Tower Hamlets 025C,E09000030,Tower Hamlets,45.534,3257.0,1.0,0.557,1476.0,1.0,0.192,7303.0,3.0,25.12,11300.0,4.0,0.869,5771.0,2.0,0.777,6151.0,2.0,46.296,763.0,1.0,37.741,5784.0,2.0,0.731,1781.0,1.0,0.984,9.0,1.0,-0.718,26713.0,8.0,0.361,4406.0,2.0,3.976,33594.0,10.0,7.708,172.0,1.0,-0.161,19168.0,6.0,2.313,86.0,1.0,1712.0,458.0,89.0,1196.0
152,1057627,SHAHPORAN MASJID AND ISLAMIC CENTRE TRUST,"Mosque, 444 Hackney Road, LONDON",E2 6QL,Bethnal Green and Stepney,02075370975,AMUSTAKIM58@HOTMAIL.COM,Not available,31/03/2025,297028.0,199928.0,Charitable company,Provides Buildings/facilities/open Space,"Education/training, Religious Activities","Children/young People, People Of A Particular Ethnic Or Racial Origin",The trust is established to advacnce Islamic religion and education,"TO ADVANCE THE ISLAMIC RELIGION AND TO ADVANCE THE EDUCATION OF THE PUBLIC IN ALL ASPECTS OF ISLAM (FOR FURTHER DETAILS, SEE CLAUSE 3 OF MEMORANDUM)",True,Medium,Dormant,Religious Activities,E01004200,51.531851,-0.060227,3997.0,E01004200,Tower Hamlets 005A,E09000030,Tower Hamlets,22.522,12777.0,4.0,0.255,12002.0,4.0,0.094,19975.0,6.0,4.046,29356.0,9.0,0.585,8697.0,3.0,0.373,11276.0,4.0,28.353,7836.0,3.0,45.454,3236.0,1.0,0.573,5523.0,2.0,0.983,12.0,1.0,-0.757,27167.0,9.0,0.135,29353.0,9.0,3.695,33619.0,10.0,4.775,2476.0,1.0,0.437,8396.0,3.0,1.792,666.0,1.0,1524.0,173.0,74.0,1295.0
153,1057717,THE ISLAND SPORTS TRUST,"99 Thomas More Street, LONDON",E1W 1YD,Poplar and Limehouse,01304853465,info@islandsportstrust.co.uk,www.islandsportstrust.co.uk,31/03/2025,2383.0,233922.0,Charitable company,Provides Services,"Education/training, Amateur Sport, Recreation","Children/young People, People With Disabilities, The General Public/mankind",Public benefit within the Isle of Dogs and adjoining by providing facilities for public recreation or other leisure time occupation,THE COMPANY IS ESTABLISHED FOR THE PUBLIC BENEFIT WITHIN THE ISLE OF DOGS IN THE LONDON BOROUGH OF TOWER HAMLETS AND THE ADJACENT NEIGHBOURHOODS WITH THE OBJECT OF PROVIDING FACILITES FOR PUBLIC RECREATION OR OTHE RLEISURE TIME OCCUPATION IN THE INTERESTS OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THOSE WHO RESIDE AND WORK IN THE SAID AREA PROVIDED THAT IN FURTHERANCE OF ALL OR ANY OF THE ABOVE OBJECTS THE COMPANY SHALL HAVE THE POWER TO PROMOTE PROVIDE OR ASSIST ACTIVITIES OUTSIDE THE AREA REFERRED TO ABOVE WHERE IT IS OF THE OPINION THAT TO DO SO WILL BENEFIT THE INHABITANTS OF THE SAID AREA.,True,Micro,Dormant,Recreation,E01004293,51.506061,-0.067376,4066.0,E01004293,Tower Hamlets 027B,E09000030,Tower Hamlets,7.925,27562.0,9.0,0.119,23568.0,7.0,0.058,28664.0,9.0,1.083,32732.0,10.0,-0.897,28515.0,9.0,-0.237,20237.0,6.0,14.507,24879.0,8.0,32.102,8250.0,3.0,0.316,15933.0,5.0,0.175,14907.0,5.0,-1.338,31744.0,10.0,0.092,32627.0,10.0,6.98,33240.0,10.0,1.65,9393.0,3.0,-0.332,22811.0,7.0,2.002,361.0,1.0,2017.0,183.0,332.0,1621.0
154,1057869,ISLAND BWO,"Flat 3, Thorne House, Launch Street, LONDON",E14 3LU,Poplar and Limehouse,02075152488,Islandbwo@gmail.com,Not available,31/12/2024,15720.0,19391.0,Other,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","Youth Development 
Children Supplementary Classes 
Adult Education  
Summer Programme
Advice and Advocacy 
Prayer Centre 
Health and Fitness  
Cultural Activities 
Interfaith Activities and Dialogue
Football
Drugs Awareness 
Women's Project 
Councillor Surgery 
Housing surgery
Consultation","TO PROMOTE FOR THE BENEFIT OF THE INHABITANTS OF THE AREA OF BENEFIT IN PARTICULAR THE BANGLADESHI COMMUNITY RESIDING IN THE ISLE OF DOGS NEIGHBOURHOOD BY ASSOCIATING TOGETHER THE INHABITANTS AND THE LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS TO ADVANCE EDUCATION AND THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF LOCAL RESIDENTS.",True,Small,Dormant,Other Charitable Purposes,E01035705,51.49644,-0.012575,33698.0,E01035705,Tower Hamlets 036D,E09000030,Tower Hamlets,35.695,5908.0,2.0,0.483,2926.0,1.0,0.191,7383.0,3.0,18.807,15211.0,5.0,0.454,10247.0,4.0,0.257,12960.0,4.0,42.368,1521.0,1.0,22.511,13552.0,5.0,0.777,1098.0,1.0,0.567,1509.0,1.0,-0.225,19826.0,6.0,0.277,10803.0,4.0,10.584,32478.0,10.0,6.87,451.0,1.0,-0.4,24264.0,8.0,1.204,2355.0,1.0,1428.0,280.0,180.0,993.0
155,1059773,TOWER HAMLETS PARENTS CENTRE,"Tower Hamlets Parents Centre, 1 Links Yard, London",E1 5LX,Bethnal Green and Stepney,02076508936,parentscentre@yahoo.co.uk,www.thpc.org.uk,31/03/2025,138321.0,126574.0,Charitable company,"Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Education/training, Economic/community Development/employment","Children/young People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","ESOL, Literacy and Numeracy Classes,Representing children in admission appeals, disciplinary and exclusion hearings,Parenting Skills Courses, Saturday and Sunday Homework Clubs,Educational Advice and Information,Summer Holiday Programme,Annual Parents+ö+ç+û Conference,Educational Workshops",(A) THE PROVISION OF ADVICE AND INFORMATION WHICH HELPS PARENTS LIVING IN THE LONDON BOROUGH OF TOWER HAMLETS UNDERSTAND THE EDUCATIONAL NEEDS OF THEIR CHILDREN AND THEREBY ADVANCE THEIR EDUCATION  (B) TO ADVANCE THE EDUCATION OF THE PUBLIC BY THE PROVISION OF TRAINING IN PARENTING SKILLS,True,Medium,Dormant,Economic/community Development/employment,E01004306,51.519439,-0.069894,4077.0,E01004306,Tower Hamlets 015A,E09000030,Tower Hamlets,36.117,5760.0,2.0,0.387,5779.0,2.0,0.19,7476.0,3.0,15.221,17960.0,6.0,0.546,9106.0,3.0,0.73,6662.0,2.0,38.717,2518.0,1.0,48.653,2506.0,1.0,0.57,5626.0,2.0,0.583,1307.0,1.0,-0.348,21744.0,7.0,0.251,13590.0,5.0,2.072,33743.0,10.0,6.372,739.0,1.0,0.378,9252.0,3.0,2.266,120.0,1.0,1926.0,302.0,204.0,1448.0
157,1060395,SSBA COMMUNITY TRUST,"The Business Development Centre, 7-15 Greatorex Street, LONDON",E1 5NF,Bethnal Green and Stepney,02072471892,ssbact@ssba.info,www.ssba.info/ssbact,31/03/2025,154180.0,105201.0,Charitable company,"Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, Economic/community Development/employment","People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Defined Groups","THE TRUST PROVIDES DEVELOPMENT SUPPORT AND HELP TO SMALL COMMUNITY PROJECTS AND CHARITABLE STATUS THROUGH TWO SPECIFIC TRAINING & ENTERPRISE PROJECTS DEVELOPED BY THE SSBA; POETRY IN WOOD A PROJECT TEACHING WOODWORKING & OTHER SKILLS TO PEOPLE WITH LEARNING DIFFICULTIES & HEBA, A PROJECT TEACHING DISADVANTAGED WOMEN ESOL, SEWING, IT & OTHER LIFE SKILLS.","(A) THE ADVANCEMENT OF THE EDUCATION OF THE PUBLIC; AND (B) THE RELIEF OF FINANCIAL NEED, AND IN PARTICULAR BUT NOT SO AS TO LIMIT THE GENERALITY OF THE FOREGOING (1) THE PROVISION OF EDUCATIONAL, TRAINING AND REHABILITATION FACILITIES FOR PERSONS LIVING OR WORKING IN EAST LONDON AND PARTICULARLY IN THE SPITAFIELDS AREA INCLUDING THOSE WHO ARE MENTALLY OR PHYSICALLY HANDICAPPED OR HAVE LEARNING DIFFICULTIES OF ANY KIND OR THROUGH THEIR SOCIAL OR ECONOMIC CIRCUMSTANCES ARE IN NEED AND ARE UNABLE TO OBTAIN EMPLOYMENT;AND (11) THE EDUCATION AND TRAINING OF WOMEN INCLUDING THOSE IN ETHNIC MINORITY GROUPS IN LANGUAGE AND OTHER SKILLS.",True,Medium,Dormant,Economic/community Development/employment,E01004309,51.517871,-0.06702,4080.0,E01004309,Tower Hamlets 015D,E09000030,Tower Hamlets,47.715,2794.0,1.0,0.571,1279.0,1.0,0.221,5329.0,2.0,16.099,17238.0,6.0,1.316,2522.0,1.0,1.233,2480.0,1.0,35.237,3796.0,2.0,37.877,5728.0,2.0,0.965,120.0,1.0,0.852,119.0,1.0,-0.726,26786.0,8.0,0.284,10151.0,4.0,1.828,33747.0,10.0,5.867,1156.0,1.0,-0.126,18389.0,6.0,2.248,127.0,1.0,2882.0,461.0,248.0,2207.0
164,1067950,BENGALI WELFARE AND CULTURAL SOCIETY (REDBRIDGE),"Flat 68, Sleaford House, Fern Street, London",E3 3PZ,Poplar and Limehouse,07855681336,mjlondon@hotmail.co.uk,Not available,31/07/2024,150.0,75.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Overseas Aid/famine Relief, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","CHARITY OPERATES LONDON AREA,MAINLY REDBRIDGE AREA","THE OBJECT FOR THE SOCIETY IS ESTABLISHED ARE PRINCIPALLY , BUT EXCLUSIVELY FOR THE BENEFIT OF ANY BENGALI WHEREVER IN THE WORLD HE OR SHE MAY BE RESIDING WITH PARTICULAR REFERENCES TO THE BENGALIS LIVING AND WORKING WITHIN AND AROUND THE LONDON BOROUGH OF REDBRIDGE, AND OTHER ADJOINING LONDON BOROUGHS FOR THE PURPOSE OF CARRYING OUT SUCH OF THE FOLLOWING PURPOSES AS ARE CHARITABLE :[1] THE RELIEF OF POVERTY, ISOLATION AND DISTRESS.[2] THE ADVANCEMENT OF EDUCATION OF AND PROVISION OF FINANCIAL ASSASSINATE FOR THEIR EDUCATION AND OF THEIR DEPENDANTS.[3] THE RELIEF OF SICKNESS AND THE PROTECTION OF HEALTH.[4] THE PROVISION OF FACILITIES FOR RECREATION AND OTHER LEISURE OCCUPATION IN THE INTERESTS OF SOCIAL WELFARE WITHIN THE MEANING OF THE RECREATIONAL CHARITIES ACT 1958 AND AS LIMITED IN THAT ACT,[5] HELP THE ELDERLY AND DISADVANTAGED THROUGH PROVISIONS OF AVAILABLE COMMUNITY BASED FACILITIES ; E G CARE SERVICES , NURSING FACILITIES, LUNCHEON / RECREATION AND LEISURE  CLUBS, DAY TRIPS AND OUTGOING , ADVICE ON COMMUNITY HEALTH CARE SERVICE INCLUDING DAY CENTRES GEARED TO THE SPECIAL AND SPECIFIC NEEDS OF THE COMMUNITIES, SHELTERED ACCOMMODATION WITH SPECIFIC CULTURE SENSITIVE NEEDS . PLACES OF WORSHIP , NURSING HOMES .HOSPITALS, PENSIONS AND BENEFITS AND ALL OTHER MATTERS THAT MAY IMPROVE THE QUALITY OF LIFE.[5] HELP THE YOUTH BY PROVIDING ADVICE , INFORMATION AND RESOURCES ON EDUCATION, HEALTH, RECREATION AND OTHER FACILITIES.",True,Micro,Dormant,Overseas Aid/famine Relief,E01004241,51.520675,-0.021019,4030.0,E01004241,Tower Hamlets 012B,E09000030,Tower Hamlets,48.793,2576.0,1.0,0.643,482.0,1.0,0.247,3872.0,2.0,26.885,10396.0,4.0,0.97,4872.0,2.0,0.31,12162.0,4.0,41.645,1677.0,1.0,22.892,13287.0,4.0,0.822,698.0,1.0,0.681,559.0,1.0,-0.633,25733.0,8.0,0.37,3872.0,2.0,9.078,32824.0,10.0,6.788,499.0,1.0,-0.228,20574.0,7.0,0.996,3418.0,2.0,1750.0,431.0,211.0,1125.0
167,1069987,ASIAN MUSLIM CULTURAL ASSOCIATION,"145 SHADWELL PLACE, LONDON",E1 2QB,Bethnal Green and Stepney,02032173048,m.a.shahid@hotmail.com,Not available,31/03/2024,102142.0,46880.0,Other,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Religious Activities, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Other Charitable Purposes","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind",To provide educational & cultural facilities to the young and adult Muslims of Shadwell and its surroundings. The charity also provide social welfare and worship facilities to the local public.,"(A) TO ADVANCE THE MUSLIM RELIGION. (B) TO ADVANCE THE EDUCATION OF THE PUBLIC IN THE MANY FACETS OF THE ASIAN MUSLIM CULTURE. (C) THE PROVISION OF FACILITIES FOR THE RECREATION AND OTHER LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITION OF LIFE FOR THOSE PERSONS WHO ARE IN NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT, POVERTY OR SOCIAL OR ECONOMIC CIRCUMSTANCES. (D) THE RELIEF OF POVERTY BY THE PROVISION OF ADVICE AND INFORMATION CONCERNING HEALTH, HOUSING, RACE RELATIONS, WELFARE RIGHTS, AND OTHER SUCH MATTERS.",True,Medium,Dormant,Human Rights/religious Or Racial Harmony/equality Or Diversity,E01004302,51.511756,-0.055057,4073.0,E01004302,Tower Hamlets 025C,E09000030,Tower Hamlets,45.534,3257.0,1.0,0.557,1476.0,1.0,0.192,7303.0,3.0,25.12,11300.0,4.0,0.869,5771.0,2.0,0.777,6151.0,2.0,46.296,763.0,1.0,37.741,5784.0,2.0,0.731,1781.0,1.0,0.984,9.0,1.0,-0.718,26713.0,8.0,0.361,4406.0,2.0,3.976,33594.0,10.0,7.708,172.0,1.0,-0.161,19168.0,6.0,2.313,86.0,1.0,1712.0,458.0,89.0,1196.0
171,1071838,DOCKLANDS OUTREACH COMPANY LIMITED,"DOCKLANDS OUTREACH, ST MATTHIAS CHURCH, 113 POPLAR HIGH STREET, LONDON",E14 0AE,Poplar and Limehouse,02075381601,info@dockout.org.uk,www.dockout.org.uk,31/03/2025,606626.0,424411.0,Charitable company,"Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Accommodation/housing, Economic/community Development/employment","Children/young People, People Of A Particular Ethnic Or Racial Origin, Other Defined Groups","Docklands Outreach is a health and preventative social inclusion agency providing comprehensive services to young people, children and families. We work with those who are affected by  social, mental or physical issues that can lead to risk of harm by providing therapeutic and practical support.","TO ADVANCE EDUCATION AND PRESERVE AND PROTECT THE HEALTH OF PERSONS IN EAST LONDON AND SURROUNDING AREAS BY THE FREE PROVISION OF ADVICE, CARE, COUNSELLING, DELIVERY OF INFORMATION, MEDICAL ASSISTANCE, SERVICES, TRAINING, EDUCATIONAL, PREVENTATIVE AND HARM MINIMISATION PROGRAMMES IN THE FIELDS OF DRUGS AND DRUG MIS-USE, SEXUAL HEALTH (INCLUDING HUMAN IMMUNODEFICIENCY VIRUS (HIV) AND ACQUIRED IMMUNE DEFICIENCY SYNDROME (AIDS) AND OTHER RELATED SOCIAL, MENTAL OR PHYSICAL ISSUES.",True,Medium,Dormant,Accommodation/housing,E01004257,51.508996,-0.015357,4040.0,E01004257,Tower Hamlets 024D,E09000030,Tower Hamlets,47.337,2876.0,1.0,0.624,628.0,1.0,0.214,5697.0,2.0,32.022,8141.0,3.0,0.677,7692.0,3.0,0.656,7542.0,3.0,37.491,2931.0,1.0,38.143,5630.0,2.0,0.956,151.0,1.0,0.736,332.0,1.0,-0.395,22470.0,7.0,0.394,2711.0,1.0,8.06,33025.0,10.0,6.187,900.0,1.0,-0.03,16352.0,5.0,2.104,273.0,1.0,2290.0,547.0,176.0,1574.0
173,1072381,VERNON PRE-SCHOOL PLAYGROUP,"St. Stephens Estate Based Office, 29 Vernon Road, LONDON",E3 5HQ,Stratford and Bow,02089817516,vernonplaygroup@btinternet.com,Not available,31/03/2025,215480.0,202860.0,Other,Provides Services,Education/training,Children/young People,We are an ofsted registered playgroup. Providing learning through play for children aged 2 years to 5 years old.,TO ADVANCE THE EDUCATION OF CHILDREN BELOW COMPULSORY SCHOOL AGE IN TOWER HAMLETS.,True,Medium,Dormant,Education/training,E01004226,51.53138,-0.028744,4017.0,E01004226,Tower Hamlets 001D,E09000030,Tower Hamlets,31.751,7482.0,3.0,0.439,4108.0,2.0,0.162,10046.0,3.0,19.922,14433.0,5.0,0.665,7810.0,3.0,0.788,6013.0,2.0,24.584,11340.0,4.0,26.975,10958.0,4.0,0.7,2346.0,1.0,0.596,1160.0,1.0,0.21,13396.0,4.0,0.243,14507.0,5.0,7.684,33092.0,10.0,4.044,3671.0,2.0,-0.171,19369.0,6.0,1.29,2010.0,1.0,2456.0,520.0,181.0,1787.0
178,1075206,BIJOY YOUTH GROUP,"191 Roman Road, LONDON, Bethnal Green",E2 0QY,Bethnal Green and Stepney,07568141002,bijoy-youthgroup@hotmail.com,bijoy-youthgroup@hotmail.com,31/03/2025,37816.0,35873.0,Other,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","supplementary education classess;  occassional community cohesion sessions for local tenants, residents and  users; capacity building training programme for members & volunteers; elderly sessions for local elderly & pensioners; summer & easter paly schemes for local young people, advice and information sessions; counselling sessions for elderly and young alike, job clubs fro local unemployed peopl","3.1 TO PROMOTE THE BENEFIT OF BANGLADESHI PEOPLE RESIDENT IN THE LONDON BOROUGHS OF HACKNEY, NEWHAM AND TOWER HAMLETS BY ASSOCIATING TOGETHER THE INHABITANTS AND THE LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS TO ADVANCE EDUCATION, AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE INHABITANTS OF THE AREA OF BENEFIT.
3.2 TO ORGANISE CULTURAL, RECREATIONAL AND FAITH BASED RELIGIOUS ACTIVITIES FOR OLD AND YOUNG ALIKE IN THE SAID AREA IN ORDER TO ENHANCE THEIR UNDERSTANDING ON ISSUES SUCH AS COMMUNITY COHESION, RACE RELATION AND MULTI FAITH AND MULTI CULTURAL VISION.",True,Small,Dormant,Amateur Sport,E01032786,51.529503,-0.046126,31091.0,E01032786,Tower Hamlets 010F,E09000030,Tower Hamlets,35.5,5982.0,2.0,0.496,2598.0,1.0,0.179,8341.0,3.0,18.249,15617.0,5.0,0.317,11971.0,4.0,0.578,8540.0,3.0,36.31,3347.0,1.0,31.706,8459.0,3.0,0.766,1247.0,1.0,0.456,3320.0,1.0,-0.48,23678.0,8.0,0.292,9477.0,3.0,6.329,33346.0,10.0,6.021,1031.0,1.0,-0.094,17715.0,6.0,1.605,1072.0,1.0,1678.0,425.0,165.0,1134.0
179,1075401,BOW MUSLIM COMMUNITY CENTRE,"515B - 517 ROMAN ROAD, BOW, LONDON",E3 5EL,Stratford and Bow,02089834485,Not available,Not available,31/03/2025,183185.0,55689.0,Other,"Provides Buildings/facilities/open Space, Provides Services, Other Charitable Activities","Education/training, Religious Activities","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin","Providing help and assistance, mainly educational and religious, to the local Muslim community to overcome their disadvantages and improve their condition of life","ESTABLISHED FOR THE BENEFITS OF PERSONS IN THE BOW NEIGHBORHOOD OF THE LONDON BOROUGH OF TOWER HAMLETS AND IN PARTICULAR THE MUSLIM COMMUNITY , TO ADVANCE THE MUSLIM RELIGION , ADVANCE EDUCATION , RELIEVE POVERTY , AND PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES FOR RECREATION OR LEISURE-TIME  OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THE ABOVE-MENTIONED PERSONS.",True,Medium,Dormant,Religious Activities,E01004222,51.533125,-0.029865,4015.0,E01004222,Tower Hamlets 001A,E09000030,Tower Hamlets,37.465,5303.0,2.0,0.47,3239.0,1.0,0.233,4614.0,2.0,27.436,10156.0,4.0,0.66,7861.0,3.0,0.735,6604.0,2.0,24.529,11405.0,4.0,27.031,10922.0,4.0,0.683,2675.0,1.0,0.595,1173.0,1.0,0.044,15787.0,5.0,0.333,6190.0,2.0,8.593,32905.0,10.0,4.017,3714.0,2.0,-0.234,20712.0,7.0,1.397,1645.0,1.0,2789.0,508.0,462.0,1926.0
180,1075458,BURDETT ESTATE PLAYGROUP,"1-2 BUTLER HOUSE, BURDETT ROAD, LONDON",E14 7AB,Poplar and Limehouse,02079876297,kim@matchboxnursery.co.uk,Not available,31/03/2025,152652.0,108427.0,Other,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services",Education/training,"Children/young People, People With Disabilities","To advance the education of children below compulsory school age in Tower Hamlets, providing safe and satisfying group play, in which parents have the right to take part.
Encouraging other charitable activities through which parents may help the children.","TO ADVANCE THE EDUCATION OF CHILDREN BELOW COMPULSORY SCHOOL AGE IN TOWER HAMLETSA) PROVIDING SAFE AND SATISFYING GROUP PLAY, IN WHICH PARENTS HAVE THE RIGHT TO TAKE PART:B) ENCOURAGING OTHER CHARITABLE ACTIVITIES THROUGH WHICH PARENTS MAY HELP THE CHILDREN.",True,Medium,Dormant,Education/training,E01035676,51.515482,-0.028292,33669.0,E01035676,Tower Hamlets 014H,E09000030,Tower Hamlets,40.375,4486.0,2.0,0.524,2015.0,1.0,0.215,5692.0,2.0,24.107,11851.0,4.0,0.425,10593.0,4.0,0.414,10727.0,4.0,40.473,1995.0,1.0,33.671,7509.0,3.0,0.725,1871.0,1.0,0.503,2430.0,1.0,-0.422,22865.0,7.0,0.34,5726.0,2.0,7.324,33174.0,10.0,6.637,589.0,1.0,-0.37,23633.0,8.0,2.222,148.0,1.0,1604.0,383.0,209.0,1021.0
